group,dipole_total
data_27126,7.516474
data_27127,3.8644674
data_27128,3.3646688
data_27129,3.7373636
data_2713,3.5412984
data_27130,3.4874244
data_27131,4.150121
data_27132,5.279421
data_27133,6.9649267
data_27134,8.537632
data_27135,1.4779166
data_27136,3.9603324
data_27137,4.1902843
data_27138,3.4688942
data_27139,5.0713286
data_2714,0.0
data_27140,3.6856937
data_27141,3.8265731
data_27142,3.6604884
data_27143,6.457199
data_27144,6.5296364
data_27145,5.6348524
data_27146,4.99921
data_27147,6.2733583
data_27148,6.1281433
data_27149,6.1725307
data_2715,0.9735615
data_27150,3.7435844
data_27151,4.036994
data_27152,5.980508
data_27153,2.85876
data_27154,3.5329435
data_27155,3.3772154
data_27156,2.3454025
data_27157,4.0359874
data_27158,4.629129
data_27159,2.2002215
data_2716,3.479323
data_27160,5.930551
data_27161,6.2327185
data_27162,4.8663898
data_27163,5.984154
data_27164,6.75931
data_27165,6.7836423
data_27166,7.925094
data_27167,4.0331717
data_27168,3.814919
data_27169,3.879461
data_2717,2.4711747
data_27170,5.278212
data_27171,3.1747806
data_27172,3.1428304
data_27173,3.850056
data_27174,5.505672
data_27175,5.502504
data_27176,6.3178716
data_27177,3.193684
data_27178,2.3779898
data_27179,3.8471134
data_2718,5.1258354
data_27180,3.3867164
data_27181,3.7995946
data_27182,3.5297005
data_27183,5.666543
data_27184,7.3630886
data_27185,6.043087
data_27186,5.9235806
data_27187,5.06043
data_27188,7.0524983
data_27189,6.283299
data_2719,3.0773106
data_27190,6.0250955
data_27191,3.6636858
data_27192,3.8238482
data_27193,4.658541
data_27194,6.2468143
data_27195,3.2765825
data_27196,4.5895233
data_27197,3.0184567
data_27198,3.2799215
data_27199,3.0248976
data_272,3.909022
data_2720,2.2304
data_27200,4.8275266
data_27201,4.6282845
data_27202,3.486855
data_27203,4.421879
data_27204,4.967429
data_27205,6.3905478
data_27206,4.3911185
data_27207,3.7106266
data_27208,2.0890453
data_27209,1.5420002
data_2721,2.4451678
data_27210,3.580006
data_27211,3.663786
data_27212,5.989241
data_27213,5.960556
data_27214,5.876997
data_27215,4.4266095
data_27216,5.730902
data_27217,5.635483
data_27218,6.356533
data_27219,3.330375
data_2722,5.0710177
data_27220,3.3750048
data_27221,4.131113
data_27222,2.7681599
data_27223,5.0830145
data_27224,3.311026
data_27225,3.0110078
data_27226,4.2938514
data_27227,3.0568225
data_27228,6.402263
data_27229,6.2669835
data_2723,2.7370167
data_27230,7.2748504
data_27231,3.9362426
data_27232,5.945461
data_27233,4.1290574
data_27234,3.5208662
data_27235,3.5297694
data_27236,3.85439
data_27237,5.984588
data_27238,3.4720662
data_27239,4.3528085
data_2724,1.4644108
data_27240,3.4185474
data_27241,3.8980706
data_27242,4.309426
data_27243,4.7512717
data_27244,2.5910914
data_27245,2.9930568
data_27246,3.342493
data_27247,3.387072
data_27248,3.2114253
data_27249,3.9012508
data_2725,2.6033456
data_27250,3.8313732
data_27251,6.574759
data_27252,5.7211905
data_27253,2.5853093
data_27254,2.4138157
data_27255,3.9525905
data_27256,3.3770049
data_27257,2.7338364
data_27258,3.8000677
data_27259,2.990452
data_2726,3.8659275
data_27260,3.285912
data_27261,3.441151
data_27262,1.5959493
data_27263,2.4361289
data_27264,3.1927047
data_27265,4.360471
data_27266,1.5140775
data_27267,3.3351934
data_27268,3.3499897
data_27269,5.7185187
data_2727,2.3386128
data_27270,2.6762514
data_27271,3.1109967
data_27272,2.7337835
data_27273,3.097716
data_27274,3.537592
data_27275,3.4250813
data_27276,3.084943
data_27277,3.3719845
data_27278,2.064813
data_27279,2.848493
data_2728,2.1480777
data_27280,2.1971045
data_27281,0.98869336
data_27282,3.082953
data_27283,3.0716147
data_27284,2.2383192
data_27285,3.5868537
data_27286,3.3584926
data_27287,6.8563724
data_27288,1.0679473
data_27289,3.4734495
data_2729,1.3717445
data_27290,2.1166232
data_27291,0.819372
data_27292,2.7437327
data_27293,2.6790895
data_27294,1.1803677
data_27295,1.5221002
data_27296,3.7863293
data_27297,3.6477215
data_27298,3.4521134
data_27299,2.1712022
data_273,4.731886
data_2730,1.9617265
data_27300,1.4555256
data_27301,3.316552
data_27302,2.5767045
data_27303,2.3441741
data_27304,5.0664926
data_27305,3.3311357
data_27306,3.3712132
data_27307,2.9895732
data_27308,0.9927539
data_27309,3.9692464
data_2731,2.1567445
data_27310,5.42698
data_27311,5.709725
data_27312,3.0967586
data_27313,4.0445714
data_27314,4.57152
data_27315,3.8124328
data_27316,4.1005836
data_27317,4.7859926
data_27318,5.2620134
data_27319,4.8513055
data_2732,1.7475488
data_27320,5.231189
data_27321,4.5652957
data_27322,3.3961718
data_27323,3.297146
data_27324,4.776971
data_27325,3.0939345
data_27326,4.5427785
data_27327,5.469382
data_27328,6.4673386
data_27329,4.894511
data_2733,3.9997592
data_27330,5.27313
data_27331,6.0998697
data_27332,5.791093
data_27333,6.1360917
data_27334,5.5746903
data_27335,5.266909
data_27336,6.0337963
data_27337,5.8093977
data_27338,8.227989
data_27339,6.054074
data_2734,1.7704064
data_27340,6.2317038
data_27341,5.966808
data_27342,6.9413114
data_27343,4.893914
data_27344,0.78975797
data_27345,6.6989703
data_27346,5.335197
data_27347,5.7938986
data_27348,3.9421701
data_27349,1.6315956
data_2735,3.40491
data_27350,3.4222775
data_27351,4.33708
data_27352,2.9768946
data_27353,3.6556737
data_27354,3.916997
data_27355,4.8072124
data_27356,4.1124496
data_27357,4.6639166
data_27358,5.1141663
data_27359,5.3581743
data_2736,2.2216792
data_27360,3.1405225
data_27361,4.025363
data_27362,4.048977
data_27363,5.116249
data_27364,5.263637
data_27365,5.5061812
data_27366,5.9484468
data_27367,5.757463
data_27368,5.900601
data_27369,6.050939
data_2737,3.901679
data_27370,6.7477612
data_27371,5.7183886
data_27372,3.3265572
data_27373,3.1107101
data_27374,3.5830214
data_27375,4.185163
data_27376,5.7304206
data_27377,6.6855674
data_27378,6.5209036
data_27379,6.583118
data_2738,3.9384084
data_27380,8.729382
data_27381,5.747369
data_27382,3.8812408
data_27383,3.9352512
data_27384,4.166784
data_27385,3.5217333
data_27386,4.2695146
data_27387,3.573696
data_27388,5.1467423
data_27389,3.6943166
data_2739,3.70116
data_27390,4.8197103
data_27391,3.3957798
data_27392,4.4436064
data_27393,3.5966115
data_27394,3.2942307
data_27395,3.9204726
data_27396,3.248618
data_27397,2.7926605
data_27398,3.4528275
data_27399,3.193725
data_274,5.2856436
data_2740,3.6433294
data_27400,1.1062129
data_27401,3.296792
data_27402,5.149458
data_27403,3.268504
data_27404,2.9265294
data_27405,4.39474
data_27406,6.197337
data_27407,3.7627022
data_27408,3.716678
data_27409,3.87369
data_2741,0.3898962
data_27410,4.2622256
data_27411,3.7068596
data_27412,5.0938425
data_27413,3.6337569
data_27414,8.155196
data_27415,6.7676396
data_27416,3.0699046
data_27417,4.2890425
data_27418,3.2239802
data_27419,3.625914
data_2742,0.9963956
data_27420,4.5651283
data_27421,3.3919039
data_27422,3.255915
data_27423,3.3512516
data_27424,2.946684
data_27425,3.0623841
data_27426,4.1352763
data_27427,3.8756104
data_27428,7.2855864
data_27429,3.3635511
data_2743,3.274913
data_27430,1.7813662
data_27431,3.1601832
data_27432,3.6273375
data_27433,3.384147
data_27434,3.124253
data_27435,2.8147194
data_27436,3.5949993
data_27437,3.4448435
data_27438,3.3214173
data_27439,3.8627563
data_2744,2.156996
data_27440,2.5224361
data_27441,3.6140406
data_27442,5.2715187
data_27443,5.658038
data_27444,4.7718983
data_27445,3.1194384
data_27446,3.608076
data_27447,3.4131367
data_27448,5.064027
data_27449,3.5163505
data_2745,2.309416
data_27450,3.8629138
data_27451,3.1330183
data_27452,4.910824
data_27453,2.7657278
data_27454,3.2829506
data_27455,2.9258902
data_27456,2.0668292
data_27457,5.9439607
data_27458,4.040968
data_27459,5.365672
data_2746,1.7565658
data_27460,2.6606407
data_27461,2.6998374
data_27462,3.1120272
data_27463,2.3815787
data_27464,4.935958
data_27465,5.611118
data_27466,6.8955727
data_27467,2.6912334
data_27468,2.2679956
data_27469,1.9847169
data_2747,0.09724396
data_27470,2.5365648
data_27471,1.5818564
data_27472,4.9521704
data_27473,5.676199
data_27474,6.9849515
data_27475,3.6628487
data_27476,3.9309385
data_27477,4.730555
data_27478,4.286141
data_27479,5.6210327
data_2748,4.509138
data_27480,3.9746153
data_27481,4.227176
data_27482,4.57863
data_27483,5.3739767
data_27484,5.795099
data_27485,5.7934628
data_27486,5.6687183
data_27487,6.1209908
data_27488,7.11665
data_27489,5.122527
data_2749,4.0096703
data_27490,4.951423
data_27491,4.780511
data_27492,5.3847065
data_27493,6.743275
data_27494,3.8351614
data_27495,3.2994184
data_27496,3.8660247
data_27497,3.7034316
data_27498,4.532955
data_27499,3.7610579
data_275,6.650838
data_2750,2.3804371
data_27500,3.833756
data_27501,4.183419
data_27502,5.6875186
data_27503,5.734872
data_27504,5.067416
data_27505,3.1285026
data_27506,3.0463781
data_27507,5.1930003
data_27508,6.0618854
data_27509,4.610711
data_2751,2.869528
data_27510,4.9731483
data_27511,5.3992424
data_27512,5.379399
data_27513,5.803902
data_27514,6.5906396
data_27515,5.4409103
data_27516,4.8814893
data_27517,9.4058695
data_27518,8.105767
data_27519,3.434211
data_2752,2.7484214
data_27520,2.772034
data_27521,3.2579517
data_27522,4.120622
data_27523,4.535983
data_27524,4.7827506
data_27525,4.346472
data_27526,6.0818887
data_27527,5.3150086
data_27528,3.7286074
data_27529,2.9907146
data_2753,6.604619
data_27530,3.7153628
data_27531,5.348767
data_27532,5.4303975
data_27533,3.1749964
data_27534,3.5101314
data_27535,5.1824937
data_27536,5.522119
data_27537,4.7872024
data_27538,2.3712425
data_27539,4.14986
data_2754,2.148877
data_27540,2.7581425
data_27541,2.7605975
data_27542,2.8689306
data_27543,4.9453855
data_27544,9.158102
data_27545,7.688811
data_27546,2.6720421
data_27547,5.3408675
data_27548,5.1555057
data_27549,5.8994527
data_2755,6.8387733
data_27550,6.223423
data_27551,6.015579
data_27552,5.8715935
data_27553,7.364612
data_27554,5.075327
data_27555,5.6699705
data_27556,6.515918
data_27557,5.6812787
data_27558,6.5755415
data_27559,6.036191
data_2756,3.9364395
data_27560,8.276301
data_27561,6.155688
data_27562,6.193009
data_27563,7.053388
data_27564,6.23315
data_27565,2.5626514
data_27566,9.133429
data_27567,6.1701813
data_27568,6.6691375
data_27569,4.6764956
data_2757,3.0212414
data_27570,4.2425184
data_27571,1.1810958
data_27572,2.2262485
data_27573,3.9417074
data_27574,2.6898267
data_27575,4.3555117
data_27576,4.377198
data_27577,3.7504134
data_27578,4.3982277
data_27579,4.16644
data_2758,3.7761853
data_27580,4.710336
data_27581,4.332462
data_27582,2.5363445
data_27583,5.7642865
data_27584,5.689673
data_27585,1.8381873
data_27586,1.9526654
data_27587,4.0835156
data_27588,5.2285433
data_27589,4.162158
data_2759,5.8955655
data_27590,3.797594
data_27591,5.132353
data_27592,2.5423088
data_27593,4.2636676
data_27594,3.598531
data_27595,2.3880992
data_27596,4.4511757
data_27597,4.0277314
data_27598,3.682873
data_27599,5.378654
data_276,1.0370662
data_2760,5.7859354
data_27600,4.1046605
data_27601,4.9222064
data_27602,2.6685517
data_27603,3.8563836
data_27604,3.1431723
data_27605,4.6540575
data_27606,5.677051
data_27607,5.943956
data_27608,5.198714
data_27609,2.9134586
data_2761,1.6506822
data_27610,4.2284527
data_27611,3.075066
data_27612,4.0440464
data_27613,3.44209
data_27614,4.3047323
data_27615,7.757746
data_27616,5.7967215
data_27617,5.845375
data_27618,3.7438054
data_27619,4.3189645
data_2762,4.577241
data_27620,2.835853
data_27621,6.535752
data_27622,3.9933643
data_27623,3.6624613
data_27624,3.2262316
data_27625,4.4873543
data_27626,3.1331143
data_27627,3.3091874
data_27628,5.759273
data_27629,4.6643586
data_2763,1.6219802
data_27630,5.5309978
data_27631,3.2247376
data_27632,2.7567968
data_27633,4.314371
data_27634,4.2019525
data_27635,1.6829163
data_27636,2.4554033
data_27637,1.34733
data_27638,4.308269
data_27639,3.7385
data_2764,3.76068
data_27640,4.650075
data_27641,3.5811253
data_27642,3.467048
data_27643,5.5071373
data_27644,6.3541837
data_27645,4.5148454
data_27646,3.290693
data_27647,4.565035
data_27648,3.4373186
data_27649,4.228913
data_2765,3.3755612
data_27650,2.9813168
data_27651,0.86633974
data_27652,4.1336484
data_27653,2.2493703
data_27654,1.1030458
data_27655,4.8757706
data_27656,4.6134977
data_27657,5.1034555
data_27658,4.881147
data_27659,3.2379456
data_2766,2.8459058
data_27660,3.325614
data_27661,5.011828
data_27662,2.877894
data_27663,5.3298197
data_27664,5.942994
data_27665,4.9504366
data_27666,5.4642725
data_27667,6.0895925
data_27668,1.6406773
data_27669,3.9443374
data_2767,8.053383
data_27670,3.8889508
data_27671,3.8024926
data_27672,3.1548183
data_27673,3.1360176
data_27674,3.1642733
data_27675,4.2326336
data_27676,6.0689683
data_27677,6.8621173
data_27678,4.113257
data_27679,3.8680313
data_2768,0.8916993
data_27680,2.8347404
data_27681,4.7369027
data_27682,3.2689455
data_27683,3.3264334
data_27684,2.6917083
data_27685,3.3010447
data_27686,3.5345523
data_27687,3.380672
data_27688,3.8012924
data_27689,4.6289277
data_2769,2.346341
data_27690,4.403754
data_27691,2.5299168
data_27692,5.933154
data_27693,5.748461
data_27694,4.517485
data_27695,3.0963078
data_27696,5.6400466
data_27697,5.5328655
data_27698,5.449773
data_27699,4.6807528
data_277,2.2734776
data_2770,2.6920183
data_27700,3.4997845
data_27701,5.14086
data_27702,3.5519936
data_27703,6.0679636
data_27704,5.304447
data_27705,3.0606737
data_27706,4.9710174
data_27707,3.7251222
data_27708,6.2573934
data_27709,3.102153
data_2771,4.454843
data_27710,6.023336
data_27711,5.8654103
data_27712,3.2763681
data_27713,4.317975
data_27714,1.7730366
data_27715,4.2681108
data_27716,4.497196
data_27717,4.0074625
data_27718,4.640741
data_27719,3.5140324
data_2772,1.7620727
data_27720,5.0601597
data_27721,3.324364
data_27722,4.651453
data_27723,2.6950238
data_27724,1.6475629
data_27725,3.953002
data_27726,3.581373
data_27727,4.3871813
data_27728,3.6479332
data_27729,4.020816
data_2773,5.680579
data_27730,3.3105714
data_27731,6.098884
data_27732,4.281599
data_27733,2.5290637
data_27734,3.1920526
data_27735,4.004079
data_27736,3.1749802
data_27737,3.188254
data_27738,3.5601304
data_27739,3.5386462
data_2774,1.8472927
data_27740,5.700643
data_27741,5.9624295
data_27742,5.6956515
data_27743,5.637305
data_27744,5.1585135
data_27745,4.5068007
data_27746,5.280903
data_27747,5.046429
data_27748,5.6719112
data_27749,4.2966385
data_2775,3.6752357
data_27750,3.301293
data_27751,4.133252
data_27752,3.3826103
data_27753,4.1171985
data_27754,1.3769144
data_27755,5.874296
data_27756,6.650111
data_27757,6.8374977
data_27758,7.6094394
data_27759,8.676613
data_2776,5.12441
data_27760,8.917154
data_27761,6.9346595
data_27762,6.8234835
data_27763,8.398502
data_27764,6.8403215
data_27765,6.0171695
data_27766,5.913836
data_27767,3.0278063
data_27768,4.9051538
data_27769,4.1034603
data_2777,5.012186
data_27770,1.3746809
data_27771,3.9711554
data_27772,3.8716893
data_27773,3.9758415
data_27774,5.6400876
data_27775,5.7938337
data_27776,5.7001762
data_27777,5.0340714
data_27778,7.048866
data_27779,5.854746
data_2778,1.4836766
data_27780,5.6735325
data_27781,3.9798107
data_27782,4.1955066
data_27783,8.649565
data_27784,9.192165
data_27785,9.750318
data_27786,9.890827
data_27787,6.454545
data_27788,6.3942003
data_27789,6.06368
data_2779,3.4974196
data_27790,5.7598357
data_27791,5.733926
data_27792,6.9077067
data_27793,3.4096413
data_27794,4.046744
data_27795,3.694639
data_27796,2.9936152
data_27797,5.4247723
data_27798,4.9157844
data_27799,6.2779946
data_278,3.0276592
data_2780,3.7962766
data_27800,3.3820379
data_27801,5.8786745
data_27802,6.229341
data_27803,5.1576552
data_27804,5.9986906
data_27805,3.6940494
data_27806,5.1248326
data_27807,1.4569792
data_27808,2.9020567
data_27809,3.4488165
data_2781,2.5603704
data_27810,6.341388
data_27811,5.4002624
data_27812,4.6401553
data_27813,6.0819273
data_27814,4.1880918
data_27815,3.8840106
data_27816,3.919878
data_27817,5.0016837
data_27818,4.8032875
data_27819,4.940126
data_2782,1.45415
data_27820,3.776664
data_27821,5.44263
data_27822,5.9130445
data_27823,8.429708
data_27824,8.7961445
data_27825,9.618869
data_27826,6.176634
data_27827,5.915611
data_27828,5.340267
data_27829,6.6533556
data_2783,1.7719018
data_27830,8.8400545
data_27831,8.672963
data_27832,5.840094
data_27833,9.449566
data_27834,6.158878
data_27835,6.1887918
data_27836,5.9703503
data_27837,3.6290321
data_27838,5.99939
data_27839,6.250347
data_2784,2.3044853
data_27840,5.8930993
data_27841,7.067338
data_27842,6.4679933
data_27843,7.293215
data_27844,6.6456304
data_27845,6.512123
data_27846,6.302426
data_27847,6.375173
data_27848,6.1620307
data_27849,6.1578493
data_2785,5.236714
data_27850,6.035141
data_27851,5.8831778
data_27852,5.9343767
data_27853,6.41539
data_27854,6.333966
data_27855,4.6204424
data_27856,7.757633
data_27857,6.742589
data_27858,6.4706335
data_27859,6.5204134
data_2786,2.419351
data_27860,6.329348
data_27861,7.3500285
data_27862,3.6130419
data_27863,5.7305455
data_27864,6.2055883
data_27865,4.3420744
data_27866,6.4089446
data_27867,6.422508
data_27868,6.5324564
data_27869,7.400809
data_2787,0.88932705
data_27870,5.503983
data_27871,6.38121
data_27872,6.6407757
data_27873,5.051544
data_27874,6.3961067
data_27875,7.2944345
data_27876,5.233806
data_27877,5.7708426
data_27878,4.470903
data_27879,6.0497046
data_2788,4.772988
data_27880,7.166418
data_27881,3.6499856
data_27882,4.1989226
data_27883,6.5405846
data_27884,6.089788
data_27885,6.616993
data_27886,5.9719906
data_27887,6.1024137
data_27888,7.4090705
data_27889,4.088497
data_2789,2.942857
data_27890,5.0769677
data_27891,3.735471
data_27892,5.828015
data_27893,2.8224537
data_27894,4.917319
data_27895,5.429288
data_27896,6.925319
data_27897,3.4567156
data_27898,6.485417
data_27899,4.5407076
data_279,1.3587103
data_2790,5.124873
data_27900,5.0386496
data_27901,4.5004086
data_27902,6.1521597
data_27903,5.1531067
data_27904,6.089613
data_27905,6.542145
data_27906,5.720789
data_27907,6.881271
data_27908,6.4037166
data_27909,3.7602894
data_2791,1.981391
data_27910,3.5294056
data_27911,4.100632
data_27912,5.396473
data_27913,2.621655
data_27914,6.374479
data_27915,4.4202356
data_27916,4.486565
data_27917,3.7189794
data_27918,4.8380685
data_27919,4.344451
data_2792,0.6654276
data_27920,4.1613255
data_27921,3.9096558
data_27922,2.6901503
data_27923,3.7084758
data_27924,4.6625423
data_27925,3.6179798
data_27926,4.3003244
data_27927,3.5510066
data_27928,3.4349759
data_27929,3.5317612
data_2793,2.1313016
data_27930,2.5231304
data_27931,3.5807898
data_27932,3.0770526
data_27933,3.625088
data_27934,5.0787873
data_27935,4.4447393
data_27936,3.9537444
data_27937,5.2428026
data_27938,6.261394
data_27939,3.5861106
data_2794,6.7301235
data_27940,3.8557746
data_27941,3.8444784
data_27942,4.2857976
data_27943,4.7370367
data_27944,4.33107
data_27945,4.1537013
data_27946,3.4359953
data_27947,2.765169
data_27948,3.6930327
data_27949,4.14718
data_2795,0.6218998
data_27950,3.7674217
data_27951,4.475694
data_27952,4.5425806
data_27953,3.3828793
data_27954,5.5280843
data_27955,4.0088625
data_27956,3.4014695
data_27957,2.1281059
data_27958,5.826187
data_27959,3.5301318
data_2796,2.606188
data_27960,3.559159
data_27961,3.9559095
data_27962,5.873938
data_27963,6.0989394
data_27964,6.9210277
data_27965,4.0042324
data_27966,3.5118008
data_27967,5.003866
data_27968,4.9970827
data_27969,3.670203
data_2797,3.9697893
data_27970,4.0214686
data_27971,4.007918
data_27972,2.7067952
data_27973,3.3468506
data_27974,1.8257262
data_27975,3.844499
data_27976,3.4673815
data_27977,3.9634058
data_27978,6.8681993
data_27979,4.656467
data_2798,2.4295537
data_27980,4.3332796
data_27981,3.3012822
data_27982,6.7793794
data_27983,4.9278154
data_27984,4.0369
data_27985,5.958551
data_27986,3.4221914
data_27987,3.5201643
data_27988,8.532982
data_27989,5.427111
data_2799,1.8002356
data_27990,6.703657
data_27991,6.250451
data_27992,6.162683
data_27993,4.809538
data_27994,6.149469
data_27995,4.1855125
data_27996,6.4500313
data_27997,7.043458
data_27998,6.399942
data_27999,6.2342453
data_28,5.4259367
data_280,3.042643
data_2800,0.15594184
data_28000,4.1197915
data_28001,3.8340116
data_28002,3.4783387
data_28003,4.2753043
data_28004,4.3273335
data_28005,4.4367
data_28006,3.4176223
data_28007,3.0147681
data_28008,2.5040448
data_28009,3.0556245
data_2801,3.6914523
data_28010,2.632833
data_28011,6.0100093
data_28012,7.1316977
data_28013,6.019676
data_28014,5.3768077
data_28015,3.8067398
data_28016,2.4962926
data_28017,5.184476
data_28018,4.8051176
data_28019,4.177671
data_2802,5.0862355
data_28020,4.440978
data_28021,6.118087
data_28022,3.5264916
data_28023,3.709843
data_28024,3.8158627
data_28025,3.2780695
data_28026,3.555835
data_28027,6.4155946
data_28028,3.2286148
data_28029,2.5260174
data_2803,2.6398113
data_28030,2.8151822
data_28031,1.4787016
data_28032,3.4325924
data_28033,3.0657356
data_28034,1.6314229
data_28035,4.047388
data_28036,4.962951
data_28037,0.87150073
data_28038,2.58961
data_28039,4.070237
data_2804,4.3646617
data_28040,3.3443425
data_28041,3.3472884
data_28042,4.4156203
data_28043,5.62227
data_28044,5.4403853
data_28045,6.2819743
data_28046,4.7138553
data_28047,3.6825454
data_28048,3.206151
data_28049,4.454242
data_2805,3.0128613
data_28050,1.5403867
data_28051,2.191362
data_28052,3.7800174
data_28053,3.7445273
data_28054,4.361808
data_28055,2.1366682
data_28056,0.9281867
data_28057,2.4413176
data_28058,4.5230446
data_28059,3.1499107
data_2806,4.818246
data_28060,4.58209
data_28061,4.2963295
data_28062,3.9266355
data_28063,3.2481189
data_28064,4.1426716
data_28065,3.1240478
data_28066,3.791879
data_28067,3.0356221
data_28068,3.1090224
data_28069,3.0492346
data_2807,1.6827749
data_28070,2.2426574
data_28071,4.293892
data_28072,3.7690117
data_28073,3.60129
data_28074,3.1727183
data_28075,3.7832305
data_28076,3.4530013
data_28077,5.098464
data_28078,3.8610463
data_28079,2.427469
data_2808,3.2745972
data_28080,3.6164415
data_28081,3.2503948
data_28082,3.2687309
data_28083,3.8533273
data_28084,6.049774
data_28085,6.0349536
data_28086,5.101494
data_28087,7.02387
data_28088,3.1756372
data_28089,3.447991
data_2809,4.3434734
data_28090,3.5167456
data_28091,5.9601407
data_28092,6.1178813
data_28093,5.3573303
data_28094,7.3690133
data_28095,6.105454
data_28096,4.9225025
data_28097,3.9427342
data_28098,3.6196225
data_28099,3.9326458
data_281,4.992718
data_2810,2.7727668
data_28100,3.8573463
data_28101,3.7685475
data_28102,4.0641613
data_28103,5.8820457
data_28104,5.890462
data_28105,5.6408095
data_28106,6.030009
data_28107,5.804499
data_28108,6.8279757
data_28109,4.654664
data_2811,4.286989
data_28110,4.1463223
data_28111,3.6384826
data_28112,5.8436694
data_28113,6.1303344
data_28114,6.2874837
data_28115,1.7517918
data_28116,3.8024476
data_28117,2.6218545
data_28118,4.6942205
data_28119,3.7171266
data_2812,0.4005095
data_28120,3.4957614
data_28121,4.2001777
data_28122,3.2899911
data_28123,2.9800692
data_28124,4.303997
data_28125,4.3868513
data_28126,2.4454796
data_28127,5.1536922
data_28128,4.458181
data_28129,5.554944
data_2813,0.06763762
data_28130,5.092203
data_28131,3.4490864
data_28132,3.3035228
data_28133,4.429923
data_28134,3.6262755
data_28135,4.383774
data_28136,4.2093744
data_28137,4.513178
data_28138,2.385738
data_28139,2.462925
data_2814,0.28738412
data_28140,5.620222
data_28141,5.320152
data_28142,4.54786
data_28143,3.8596325
data_28144,4.2954807
data_28145,3.4137397
data_28146,3.568755
data_28147,5.0044117
data_28148,4.760908
data_28149,5.762206
data_2815,4.28828
data_28150,5.637982
data_28151,3.2440445
data_28152,4.352961
data_28153,2.2616186
data_28154,5.46026
data_28155,5.4209046
data_28156,6.388659
data_28157,2.967681
data_28158,3.9560993
data_28159,4.4316497
data_2816,2.6260493
data_28160,4.103862
data_28161,3.3963265
data_28162,3.3792295
data_28163,3.6334333
data_28164,3.4562058
data_28165,4.454673
data_28166,6.1834927
data_28167,6.3136444
data_28168,5.5731425
data_28169,7.6532826
data_2817,3.6330914
data_28170,6.2745914
data_28171,6.0851808
data_28172,6.2501445
data_28173,5.0283837
data_28174,5.659818
data_28175,4.2498384
data_28176,3.19441
data_28177,6.5146556
data_28178,5.666683
data_28179,7.452688
data_2818,1.4216698
data_28180,3.3785684
data_28181,3.490029
data_28182,3.7970858
data_28183,2.2056081
data_28184,2.3908956
data_28185,5.0190563
data_28186,4.7017574
data_28187,6.0240593
data_28188,5.6953974
data_28189,5.8910027
data_2819,3.3917682
data_28190,6.5054164
data_28191,5.977502
data_28192,5.9163837
data_28193,5.728035
data_28194,5.9658165
data_28195,5.6782103
data_28196,5.849305
data_28197,6.8196373
data_28198,5.8772306
data_28199,5.9293184
data_282,5.247209
data_2820,3.5957072
data_28200,6.3654256
data_28201,6.4470167
data_28202,4.3825583
data_28203,2.7958608
data_28204,3.2617013
data_28205,2.9538095
data_28206,2.7946603
data_28207,5.153227
data_28208,5.045786
data_28209,6.325307
data_2821,3.3441045
data_28210,7.2144036
data_28211,4.7283626
data_28212,4.4662776
data_28213,4.4680247
data_28214,3.9359872
data_28215,3.0983877
data_28216,2.6819377
data_28217,3.0225036
data_28218,6.5839276
data_28219,4.0538287
data_2822,2.6046631
data_28220,3.6216176
data_28221,4.4077487
data_28222,3.2234597
data_28223,3.6392784
data_28224,3.3092422
data_28225,4.075297
data_28226,6.4213405
data_28227,6.5403523
data_28228,7.48396
data_28229,6.553244
data_2823,1.1849296
data_28230,6.157596
data_28231,6.913432
data_28232,6.106873
data_28233,6.2887664
data_28234,2.0649877
data_28235,1.079033
data_28236,3.290659
data_28237,5.2627397
data_28238,5.0614448
data_28239,3.6501176
data_2824,3.9924095
data_28240,5.9389796
data_28241,4.0518093
data_28242,3.8201942
data_28243,1.997006
data_28244,5.1915975
data_28245,4.535108
data_28246,4.7780037
data_28247,5.03963
data_28248,1.7897054
data_28249,4.665577
data_2825,4.1270924
data_28250,4.4478645
data_28251,3.3234918
data_28252,6.6514177
data_28253,3.2763088
data_28254,4.819989
data_28255,2.618588
data_28256,3.2681112
data_28257,4.236611
data_28258,4.3580127
data_28259,3.7286189
data_2826,4.2813177
data_28260,4.9895153
data_28261,2.9355247
data_28262,3.7813506
data_28263,5.5284777
data_28264,6.5224605
data_28265,6.439568
data_28266,7.5783687
data_28267,4.3217397
data_28268,4.2306337
data_28269,4.1690516
data_2827,3.6673572
data_28270,5.9730906
data_28271,5.855092
data_28272,4.9962096
data_28273,6.918151
data_28274,4.0380635
data_28275,5.309349
data_28276,5.607905
data_28277,6.2048535
data_28278,6.0492864
data_28279,6.270232
data_2828,3.6741867
data_28280,6.461156
data_28281,4.7993765
data_28282,7.1542916
data_28283,9.004464
data_28284,8.080976
data_28285,6.6045694
data_28286,6.595717
data_28287,6.713675
data_28288,6.856433
data_28289,6.7735224
data_2829,4.5637145
data_28290,7.630059
data_28291,1.9177005
data_28292,4.4312863
data_28293,4.688271
data_28294,3.8135633
data_28295,5.562702
data_28296,6.7634115
data_28297,5.4181857
data_28298,6.8807325
data_28299,7.8636804
data_283,4.433759
data_2830,2.453022
data_28300,5.968753
data_28301,6.5409904
data_28302,6.6487803
data_28303,6.4897966
data_28304,6.564421
data_28305,4.634707
data_28306,3.7817032
data_28307,3.9053073
data_28308,3.819773
